PC1,PC2,Cluster
-2839.9895,-665.69727,0
-2005.8612,-326.99213,0
-2059.5176,-430.37646,0
3608.6897,1135.5347,3
480.3152,513.9333,7
5686.546,1523.6375,5
2842.2273,994.2819,3
2434.471,4239.4316,3
-1902.3641,-279.64886,0
-2048.1191,-293.89008,0
5480.2686,432.90802,5
-2629.8418,-565.5346,0
2237.0042,4086.702,3
-1164.195,-543.8977,7
-2860.0513,-684.08936,0
-1507.8619,-576.11865,0
-2140.6814,-292.42725,0
-1448.1238,-538.2262,0
-2599.9207,-594.0503,0
-2538.993,-550.31036,0
24615.889,918.01385,1
-2826.7744,-640.8303,0
-428.43457,13.79126,7
-577.396,174.66388,7
-1904.5596,-551.6535,0
-2691.2407,-571.39886,0
-803.20557,-293.69952,7
563.6575,-266.28107,7
-1804.9304,-226.98926,0
-2774.333,-679.0535,0
-2599.9521,-538.9562,0
-2618.0342,-683.2052,0
1358.8391,2906.8914,3
-1430.1765,-517.3667,0
-2666.3774,-584.6436,0
-2771.285,-643.9577,0
-2356.7305,-461.83948,0
1530.2571,2292.4614,3
-2754.931,-618.708,0
3078.758,1063.5798,3
171.94873,362.25812,7
-599.58496,-105.49365,7
-2759.5994,-606.5228,0
-1714.4875,-647.41034,0
-2302.7886,-397.20114,0
-2425.0854,-496.93372,0
-2825.458,-659.46545,0
12643.939,1438.8933,5
-2573.5244,-554.5382,0
425.35938,564.8851,7
-1610.5852,-164.42773,0
541.3025,578.05133,7
-696.4429,236.64325,7
-1955.1405,-222.97491,0
27036.605,673.1916,6
-1521.2759,-587.6523,0
-1815.2539,-693.27356,0
-2875.5151,-674.81323,0
-2754.7112,-612.58765,0
-1552.1006,-539.5801,0
-1989.8895,-298.60052,0
15615.6,1861.6963,1
859.1963,-202.88452,7
33224.246,-4396.132,6
-1927.8126,-264.27185,0
-1741.171,-647.07654,0
2571.3171,4488.166,3
-2070.0137,-336.35733,0
-1065.2822,58.56494,7
-1134.3392,-10.157898,7
-261.7771,261.56915,7
-2175.6748,-384.32385,0
18374.568,-862.08075,1
-2387.0017,-550.5652,0
-1516.5173,-188.59998,0
-376.46216,144.10028,7
95.21216,350.30768,7
-1498.391,-94.367065,0
-1933.4943,-262.10327,0
-2012.9025,-321.46173,0
-853.47705,126.67511,7
-216.43652,208.4953,7
12029.541,1774.9412,5
-2872.5547,-670.27295,0
313.97632,569.13544,7
-39.42627,115.40723,7
-2194.2324,-425.4375,0
1249.97,675.90265,3
-1754.4691,-587.2251,0
-2507.9712,-538.25385,0
-2670.8003,-556.17847,0
-2246.6006,-361.74896,0
205.82544,595.15753,7
-2861.0312,-683.89026,0
-2678.4314,-679.1446,0
582.8269,803.27155,7
-914.18896,-106.86206,7
-2606.9216,-703.86084,0
-1518.0197,-165.86377,0
-2858.4873,-686.42975,0
-578.2883,-13.872742,7
-2796.804,-654.02527,0
501.0442,852.59393,7
-813.2373,73.60181,7
-1761.299,-198.04858,0
-2783.6233,-639.38306,0
-1510.9492,-433.63712,0
-1414.8009,-79.71521,0
-2863.374,-680.3531,0
-2541.6743,-528.35486,0
-1727.996,-144.6272,0
-2690.1072,-585.90906,0
1767.8044,703.3759,3
-728.9275,131.97668,7
2709.7957,1171.1963,3
-1618.0693,-596.53345,0
139.51562,494.39838,7
-2554.8105,-527.712,0
3186.7844,987.55206,3
-2196.7014,-528.01105,0
-2768.83,-611.76935,0
-508.23706,-128.11737,7
1192.6711,469.19965,3
2935.2537,884.62067,3
-2145.1729,-349.71237,0
-2437.2278,-491.40567,0
-488.4099,220.91571,7
1346.737,830.7707,3
1089.2898,1682.0322,3
-1476.5593,-568.1797,0
633.9414,536.7857,7
-1274.4673,-486.7529,0
-1971.9744,-341.01,0
-215.7898,357.34576,7
-1628.4675,-177.1004,0
-2134.2761,-637.6363,0
-2889.0784,-686.31354,0
-2474.1926,-653.2659,0
946.1428,1313.147,3
-1565.5067,-173.59137,0
-2458.568,-480.9084,0
-343.1631,197.48907,7
885.1001,642.94183,7
-1926.1995,-185.99646,0
-2261.1697,-383.20966,0
-1816.7365,-239.89722,0
-669.39087,103.57953,7
9387.782,1624.8596,5
-718.9739,115.677795,7
-2519.0708,-512.52,0
-2712.295,-594.66724,0
-105.55957,174.77026,7
-2895.116,-670.84045,0
-1660.0878,-126.8078,0
7538.085,1455.7378,5
5353.1865,-212.76031,5
-2358.8735,-457.31927,0
-2901.821,-683.74915,0
-1838.8619,-228.25635,0
-2156.0479,-508.72736,0
436.8955,554.33856,7
-2812.8113,-627.3553,0
-2207.8716,-773.6937,0
-825.79395,-293.21686,7
-2510.1445,-478.63058,0
-1698.5399,-195.54022,0
-2537.8289,-554.6255,0
-1573.1924,-121.00873,0
-2867.8281,-662.08887,0
2178.654,3413.8572,3
-1573.1493,-366.91876,0
-1917.6755,-284.69263,0
-2212.6467,-676.83057,0
-268.8296,262.03302,7
-404.5005,212.01788,7
-1488.3165,-135.18994,0
-361.71582,3.335144,7
-1307.936,-86.115234,7
-2621.0977,-527.5144,0
-1286.6558,-378.1739,0
3004.1042,1278.791,3
-2431.071,-466.1193,0
-2396.2847,-636.4483,0
1400.7019,322.86725,3
-2750.6592,-632.84143,0
2667.181,956.4141,3
-698.32886,-192.60577,7
276.39478,333.909,7
-250.69556,-226.3526,7
781.4131,534.37225,7
353.31836,870.3317,7
-846.2197,-272.76788,7
-728.6775,-221.13501,7
865.17163,670.3962,7
-1198.168,-499.213,0
-2872.1257,-658.115,0
7351.4316,1667.1067,5
448.47583,-155.16199,7
-1473.4739,-591.27405,0
-1493.2473,-144.39246,0
-1084.4023,29.719604,7
-1734.7869,-378.984,0
-1967.4581,-469.46548,0
-2678.1045,-572.04175,0
1198.7864,1832.2458,3
1290.3655,2052.421,3
-727.74243,-515.17395,7
15405.461,-503.80914,1
1776.072,648.63153,3
-2877.1248,-687.7639,0
-720.10815,-0.40808105,7
-2662.8364,-582.2713,0
-1507.0973,-508.9289,0
-1012.06836,84.39264,7
1931.5525,700.70526,3
-1075.241,-409.90686,7
8615.415,1539.946,5
-2302.4053,-591.245,0
-1878.063,-285.5999,0
-2731.9146,-595.8201,0
829.8799,1245.9541,3
1559.6365,607.9412,3
-2272.052,-542.28394,0
-1927.4528,-708.2363,0
-2324.987,-406.0451,0
-2302.8345,-603.40594,0
-11.653076,-169.8009,7
1534.0056,888.6351,3
10211.346,1258.5654,5
-2785.5867,-639.01154,0
-2825.4585,-659.46844,0
-2203.368,-400.06927,0
351.90845,595.12494,7
1475.2004,704.6445,3
1547.7166,428.70575,3
-2890.6235,-678.8475,0
-474.82983,106.93378,7
1883.55,650.27325,3
-1674.4021,-126.93982,0
-1929.3892,-267.00677,0
-1389.1377,-89.010315,0
-2195.8958,-328.13177,0
-2913.3838,-680.39496,0
-1808.1503,-683.492,0
2481.4055,875.7426,3
-937.46924,-20.55951,7
-1794.1755,-626.12573,0
-2182.5847,-764.5447,0
-1881.7488,-273.59314,0
-882.5327,-468.4161,7
-2725.3142,-618.5808,0
-536.44434,-113.23364,7
639.36816,874.4456,7
-956.2825,47.57953,7
4449.953,1238.1316,3
11.637695,306.08453,7
-2624.8457,-535.9065,0
-1757.7072,-305.95618,0
-2117.316,-282.9001,0
9728.5,544.39056,5
-1995.9597,-554.5207,0
-1412.1732,-496.50046,0
-2008.1154,-488.77878,0
2386.3093,-154.94629,3
-2406.847,-497.5654,0
-2657.8564,-557.748,0
-2850.174,-660.58215,0
1519.7659,783.3841,3
-2409.586,-495.97333,0
-368.16602,295.42694,7
-565.062,34.48889,7
2378.5032,700.7286,3
-2178.3442,-553.1843,0
-1479.2205,-110.50665,0
2929.802,1028.56,3
-2830.0083,-671.8248,0
1097.304,-196.15271,7
-1791.7787,-353.12027,0
36333.69,-4847.1963,6
-1309.7252,-533.72144,0
-2904.775,-688.239,0
4250.8604,966.3631,3
-1731.0575,-119.512024,0
1998.0715,3806.6638,3
5876.7393,1314.6255,5
-2731.3582,-608.13574,0
1181.3196,2002.1289,3
-876.5493,-368.65503,7
-1214.2968,-465.35098,0
-2434.913,-439.82208,0
-1517.707,-129.1463,0
3066.9558,-179.95471,3
-883.05176,-315.26202,7
8073.6787,1389.7966,5
-2570.0151,-562.3699,0
-2250.383,-380.36865,0
-63.310547,-323.6438,7
-1771.9019,-200.03094,0
76521.78,-12564.406,2
-1946.0034,-313.6264,0
-2352.8071,-462.60913,0
-1474.9023,-109.34302,0
1451.614,749.30536,3
-2880.2288,-677.91614,0
3238.0383,943.50824,3
2047.0247,817.0452,3
1738.9016,3215.4028,3
5325.198,1166.4199,5
-97.41113,397.57196,7
-2833.9282,-671.0285,0
-1728.8218,-224.03113,0
-163.25171,332.40485,7
-889.04443,167.58984,7
432.5166,404.2021,7
2154.4255,727.8945,3
-1910.5345,-259.57288,0
516.9199,493.18,7
-2278.842,-389.83893,0
173.21362,392.64117,7
444.09912,536.5727,7
-2909.6628,-682.17126,0
13073.48,1714.8552,5
-2223.497,-438.90173,0
-2899.8784,-689.2611,0
1663.3201,781.794,3
-2363.2817,-423.7611,0
-2788.1501,-646.5813,0
-2826.771,-640.80365,0
-2673.5908,-569.9248,0
-1660.9426,-346.98508,0
-1140.9332,-439.43768,7
8645.949,1780.6462,5
-2025.9648,-295.35046,0
-920.73096,66.85797,7
-1315.1655,-529.54895,0
-2911.8064,-677.6541,0
-2223.7754,-595.98474,0
-1872.772,-807.05615,0
1017.77466,612.87933,7
-2501.7168,-482.33493,0
101.079346,332.7951,7
3375.7986,1295.1411,3
3396.672,1066.344,3
-2916.538,-685.8767,0
-2628.2014,-542.3859,0
1065.2673,1297.1255,3
-2359.9985,-442.74112,0
-2858.857,-678.2095,0
-2061.3887,-339.0965,0
-997.4597,116.11926,7
3025.635,812.13153,3
-2567.079,-628.2919,0
-157.9336,180.28052,7
-1415.0112,-562.28503,0
-2179.9458,-566.06995,0
-2557.5527,-526.1466,0
-2840.7412,-654.332,0
3303.2957,928.17706,3
-2873.5566,-675.2232,0
-2879.465,-684.209,0
1914.6848,893.9578,3
1403.9446,745.7027,3
-1168.6586,-400.09787,7
-2258.268,-394.06406,0
-2417.7488,-470.8605,0
-2188.0002,-374.67087,0
30281.209,-3070.7034,6
-2373.817,-470.5953,0
-2776.092,-612.36536,0
-751.04517,-280.8838,7
-509.3794,32.29425,7
14862.328,1604.5667,1
797.3391,547.4699,7
-2040.023,-339.43723,0
5444.3057,1511.6228,5
-1660.001,-292.14642,0
-2859.7737,-657.60254,0
-2755.1235,-619.6377,0
566.3948,890.3604,7
-2023.2573,-503.0317,0
-641.1362,-606.2234,7
-1197.0667,-475.973,7
-2007.256,-399.15594,0
9927.896,1304.8958,5
-2029.0505,-601.881,0
-1305.8982,-61.01239,7
4874.7656,1440.6111,3
-906.82056,125.30017,7
-1156.5684,31.120605,7
-2893.7822,-684.3618,0
2171.153,-289.812,3
4457.491,1461.0903,3
861.5366,1499.731,3
3274.5173,1268.7373,3
8897.902,1308.0327,5
160.69116,206.38226,7
672.0244,940.2618,7
-2509.2744,-645.12787,0
3435.737,1143.1213,3
-2363.3123,-433.95612,0
1703.6912,774.5494,3
-2208.7666,-496.98508,0
3189.6472,830.86676,3
15902.469,-553.73035,1
-639.30835,-119.85803,7
1900.3796,702.9776,3
-519.605,-129.88043,7
-66.69629,177.07037,7
-2127.1143,-280.89746,0
-2386.8171,-424.08505,0
-1657.2068,-619.2502,0
-2349.4548,-390.86124,0
-2346.744,-402.63052,0
-1707.653,-639.61487,0
2003.261,933.1744,3
-1510.535,-154.14606,0
-2726.5728,-644.8745,0
-1549.2706,-189.09222,0
-1813.7672,-295.6034,0
-1441.7155,-161.95245,0
256.5569,437.94366,7
4107.5293,1044.385,3
8664.965,1844.1006,5
1734.9509,2954.9768,3
-1534.1097,-570.7652,0
-2257.1782,-423.8505,0
1609.7542,2393.6665,3
-2468.3599,-669.76337,0
-1138.3143,-416.49994,7
-1567.0784,-176.28778,0
-1900.1128,-248.47607,0
-2657.0952,-564.0587,0
-2106.5938,-370.75137,0
5315.3545,1087.8513,5
-2525.6401,-479.56137,0
-2652.4102,-571.136,0
-2072.7454,-329.73148,0
406.48853,356.45807,7
-2171.293,-362.74945,0
-1929.4501,-287.3968,0
-1401.1543,-555.9618,0
-655.949,139.60059,7
740.06616,938.7209,7
-2211.6738,-355.58484,0
3248.7341,1302.5654,3
-829.3701,-277.2173,7
-1156.1692,-484.29645,7
-1012.072,-408.47183,7
-2071.6116,-344.23865,0
-1553.0021,-448.57913,0
-586.1116,-215.40869,7
19764.805,-1457.7874,1
-568.97314,-172.9226,7
-1727.2811,-231.53278,0
4415.71,1134.8665,3
3483.3752,940.6292,3
-615.54614,-314.49945,7
4354.7783,1025.8052,3
611.56104,592.39594,7
-2289.9731,-780.48474,0
6903.8115,21.239319,5
-1366.9186,-70.05127,0
-2515.8706,-491.7443,0
11452.771,1844.1213,5
-1924.087,-396.6027,0
1253.321,-161.51984,7
-699.3552,-241.38379,7
-729.1885,110.60077,7
-2117.2388,-322.70013,0
1506.0793,731.09784,3
-2514.7632,-516.4169,0
-2190.7336,-629.24036,0
-2198.8335,-649.0178,0
763.0847,504.43073,7
-2729.0054,-606.61536,0
-1541.8889,-213.02594,0
-1936.3577,-301.312,0
-2753.0613,-649.6825,0
-219.2649,188.65802,7
2408.9177,900.6755,3
-2612.7495,-556.73145,0
-2206.316,-464.82925,0
-535.42554,-20.569824,7
-1009.0879,-416.18158,7
14533.717,1634.5391,1
-2853.3752,-681.3639,0
-1993.9001,-328.38333,0
-1305.9553,-535.50775,0
-2300.4402,-395.7163,0
-1833.9279,-414.91232,0
-81.22339,366.76215,7
-2479.1978,-557.34937,0
-1490.3802,-105.15698,0
3723.26,-18.379395,3
2148.5403,3538.3137,3
-1382.8134,-72.947876,0
1357.8806,1697.8931,3
1776.427,700.6159,3
-1140.6844,-357.83902,7
-1753.8728,-593.4961,0
-1628.2651,-575.10144,0
-810.6123,-255.4809,7
-1659.1576,-207.62842,0
-2495.9092,-699.8969,0
1343.2,632.54596,3
7908.705,1572.2622,5
-1192.4344,-90.181946,7
-1520.8007,-501.03387,0
-102.7793,209.9538,7
-2170.7144,-364.9322,0
-2732.6057,-629.3659,0
-1649.3523,-922.85376,0
-2835.626,-649.2425,0
-2207.9697,-773.7011,0
-2872.5251,-660.08386,0
-2836.62,-654.13354,0
1309.762,1837.2622,3
-1369.5983,-113.37604,0
-2750.9631,-604.19556,0
-1897.3505,-702.1004,0
13502.547,-372.33688,1
-2709.5754,-601.39087,0
-2589.1729,-541.152,0
-1400.4222,-59.166443,0
-722.0022,151.0086,7
1099.3284,-45.541077,7
-2806.591,-646.95624,0
-2903.9666,-679.24677,0
-1214.638,-437.7242,0
-2554.0688,-544.13477,0
17015.31,1674.3232,1
2719.1282,755.0174,3
-2913.3994,-685.49695,0
-872.3928,-302.15137,7
-176.88281,121.9176,7
1522.9465,537.8482,3
12054.58,1300.4358,5
1304.0964,545.51447,3
-138.5564,84.54535,7
-961.2886,-52.398132,7
3327.7239,897.7493,3
-2227.415,-438.09064,0
-2038.3533,-306.10254,0
-252.83179,300.58417,7
11910.408,1876.6353,5
1700.6921,2746.627,3
-2904.1792,-685.3109,0
-2813.07,-648.71643,0
-92.677,340.52008,7
-2622.6467,-585.37317,0
-1776.7697,-188.82867,0
-2873.9702,-682.2822,0
-2036.0857,-269.8246,0
1183.2634,-305.4626,7
-1266.3685,-466.94492,0
-2436.276,-567.0772,0
-1387.9082,-544.3303,0
1421.509,1775.7698,3
-2385.4417,-487.64008,0
-1003.4348,-383.6893,7
4089.8562,1359.2415,3
2601.7908,734.98236,3
-1327.867,-128.95105,0
-2167.9768,-562.4214,0
-2842.3804,-677.47186,0
4769.5635,1284.3987,3
-2696.232,-600.98865,0
-741.9087,183.61536,7
37389.695,-4551.5127,6
-2194.878,-508.9873,0
-452.33984,152.32922,7
-2442.6924,-483.13742,0
-2089.0225,-394.78116,0
873.3391,1392.2297,3
-2705.8057,-587.8494,0
2740.0793,938.5164,3
-2088.9775,-379.49603,0
2487.8323,1118.364,3
-2770.5042,-645.1368,0
3419.18,986.2691,3
-2809.2883,-630.10266,0
29125.205,-4074.645,6
-1271.0916,-612.9997,0
-2616.7515,-581.4686,0
9957.268,58.07794,5
-2672.5498,-615.02905,0
1337.8811,1984.5984,3
-1381.8906,-610.89343,0
-2795.5508,-627.7731,0
1768.0447,2339.0515,3
1267.6233,350.91632,3
29418.102,-2487.1936,6
24631.357,1360.8372,1
12176.933,-262.22662,5
-2057.4673,-726.67737,0
1207.1458,1507.0947,3
-2861.843,-692.90924,0
-2744.9443,-624.7942,0
-1773.1779,-676.31067,0
-580.103,186.4627,7
486.40845,-63.871643,7
-357.4026,157.53918,7
-1239.5809,-116.31317,7
1884.3796,3337.947,3
7388.087,1274.9001,5
-2290.1758,-375.3157,0
-2568.5654,-665.7488,0
-2442.8374,-724.9645,0
3098.0085,-157.69427,3
94.51538,-209.78809,7
-1189.8301,-655.01855,0
5104.7793,1236.7144,3
-837.17505,-335.83685,7
-2648.9075,-579.0209,0
-2730.706,-584.853,0
-1805.1733,-660.61176,0
-1868.8197,-471.16342,0
-2860.1887,-664.67334,0
-2751.21,-620.4844,0
-2512.456,-595.4857,0
-762.7334,40.929077,7
-2765.5256,-620.62537,0
-252.28857,53.549194,7
-1032.2512,25.22644,7
-2327.2227,-497.4111,0
-995.8928,-368.86136,7
-2658.5208,-581.12537,0
-2709.2993,-574.9159,0
-2424.2239,-472.59113,0
-2842.394,-682.5561,0
13226.629,-1142.8469,1
-2538.765,-539.14716,0
-1767.4368,-152.91125,0
-1211.0831,-486.4063,0
-1055.9038,-81.137085,7
-2821.9077,-652.0415,0
11603.443,1927.7698,5
391.5813,614.60187,7
427.91553,502.1258,7
5682.1035,1285.7883,5
-2820.8953,-642.0307,0
-2841.7373,-659.23785,0
-1910.8684,-562.61694,0
-2276.3198,-778.1806,0
-2231.4585,-412.79114,0
2047.4104,3185.4287,3
-2486.1958,-471.25064,0
-2827.9866,-651.827,0
-2862.7302,-662.11316,0
1116.7869,733.5838,3
-2135.724,-338.35724,0
-2311.819,-461.7762,0
2692.864,1017.5456,3
-2698.8665,-563.7302,0
-2266.8462,-441.32007,0
-2469.965,-486.79297,0
3015.3337,841.7972,3
-1664.0465,-618.84766,0
-1940.7516,-262.66382,0
-875.21045,-311.765,7
-581.68774,-169.36774,7
-1758.4027,-470.12476,0
-2114.622,-365.07523,0
-1233.1598,-200.21423,7
-2575.6204,-534.71216,0
-1975.7863,-304.52075,0
1564.9617,2189.4915,3
-390.8894,173.53479,7
1809.197,3175.6208,3
-1424.192,54.9115,0
-384.28784,216.07806,7
1764.5906,873.40094,3
23.91748,238.22809,7
1668.0271,2466.5176,3
-2454.977,-588.8222,0
2819.9358,1015.16144,3
-1483.0493,-144.42334,0
4439.962,852.4178,3
-2832.6667,-644.7112,0
-255.95728,174.69543,7
-1760.8137,-165.53607,0
1285.7971,1877.8301,3
1993.217,662.689,3
-1028.9958,-408.0951,7
2053.364,838.2067,3
2152.28,732.39667,3
1078.134,1377.1782,3
1176.8977,572.37506,3
1448.6765,2503.9663,3
-2122.9243,-385.85928,0
4075.8655,-281.84753,3
-2028.6254,-268.25165,0
-1065.3623,-443.53784,7
-551.0215,-378.6318,7
-953.5137,-9.115356,7
-2835.6392,-654.3237,0
-2629.2112,-552.37604,0
-2530.495,-528.5759,0
-2810.4673,-630.8836,0
-671.6892,122.3988,7
-2430.49,-468.28427,0
-2092.092,-748.2549,0
-2240.2773,-410.99048,0
-782.2556,-282.70087,7
-2872.1472,-663.26135,0
-2511.8745,-532.3496,0
-2644.881,-609.4313,0
-610.8401,75.33392,7
6178.253,176.7774,5
-2489.8572,-514.39124,0
-1111.7102,-276.9768,7
-1089.7507,-51.869507,7
-2560.3093,-529.67126,0
1418.9485,2506.944,3
-1527.8776,-184.2392,0
1607.1384,2862.627,3
-715.6199,56.84729,7
-2702.746,-612.97943,0
-1847.6832,-422.35876,0
-2589.4011,-552.31506,0
-2858.4067,-660.9081,0
-1367.6493,-552.5671,0
-2550.005,-559.31616,0
-326.90894,-199.6847,7
-2151.45,-350.4689,0
-2611.0378,-573.4303,0
-1827.6996,-298.8803,0
-258.9629,106.91937,7
-2131.1445,-381.10684,0
-2140.1006,-425.18536,0
9098.2,-31.693298,5
2656.0295,901.5114,3
-2149.4448,-335.57904,0
-656.34717,137.64062,7
5367.467,1459.8787,5
-1562.5714,-500.70248,0
-2893.7378,-669.0796,0
34793.055,-2947.446,6
-331.6333,53.33203,7
-2371.9634,-441.3795,0
-2497.037,-489.4538,0
-1976.1519,-492.1562,0
-2878.4697,-679.3091,0
-1166.6405,-479.10797,7
424.09106,-49.14386,7
17318.297,-988.31537,1
-2840.3591,-657.4769,0
2112.1653,3670.2039,3
-1448.5684,-580.0067,0
-1175.9403,-441.5038,7
-2885.7146,-674.7942,0
-2545.4263,-602.0747,0
-878.77075,-338.56293,7
128.16748,-365.61566,7
-2873.5374,-670.0946,0
-2745.4968,-612.449,0
1564.4753,2661.0837,3
725.89966,1047.6804,7
-2668.0613,-557.7704,0
-478.75122,173.0163,7
-1439.6831,-71.59912,0
-2857.84,-668.16315,0
-2348.7363,-412.4422,0
-1685.861,-218.51831,0
1172.7849,768.127,3
-391.60522,195.13641,7
-1800.2504,-560.5835,0
-1056.8081,-371.82614,7
-2659.685,-576.81323,0
-887.5657,9.099365,7
-2723.1553,-617.99896,0
-2727.5193,-634.45667,0
13318.604,1384.4265,1
-2437.8389,-499.42978,0
-1414.3691,-570.62744,0
-2389.2556,-581.75885,0
-2190.9414,-374.08255,0
-1747.3724,-260.11395,0
12478.357,1226.5547,5
-2645.4026,-652.1832,0
-277.2495,161.6889,7
-2636.9463,-580.4121,0
-2834.3086,-667.8717,0
2509.6292,999.61163,3
966.843,1353.8708,3
3172.8962,999.5572,3
-2525.4722,-619.3727,0
-2341.3716,-441.48975,0
-2916.515,-680.7155,0
-2726.1418,-632.70166,0
-2665.46,-605.2446,0
3400.4944,773.73517,3
-1566.226,-152.0163,0
-2540.2446,-511.25555,0
-1563.4211,-198.47485,0
-1940.1698,-264.8228,0
-1453.3353,-500.45947,0
-1407.526,-74.037964,0
-297.65503,200.4892,7
-2185.5989,-423.1309,0
-1922.5698,-218.35779,0
-2252.501,-561.5803,0
3895.1726,-111.43402,3
-499.26855,-450.38,7
-1303.6669,-518.6254,0
-1609.739,-145.18115,0
470.92212,327.0417,7
-1068.1987,-400.07333,7
-2717.3528,-579.39624,0
-2060.7708,-326.03864,0
3550.7258,709.56915,3
1267.5593,1681.529,3
-1509.1248,-142.17822,0
-2335.381,-406.97055,0
-2069.236,-337.56305,0
-2208.4436,-389.9151,0
-2257.3257,-728.95856,0
-2615.4941,-555.18384,0
-2080.6235,-343.37067,0
-389.73828,77.39636,7
2680.0403,733.40216,3
1005.1843,535.8316,7
-1471.518,-157.9784,0
4324.1367,1462.6707,3
-2873.3264,-664.04224,0
1325.2185,1981.054,3
-1709.2072,-609.7128,0
-1662.5707,-169.17328,0
-2860.0002,-668.75385,0
-2786.719,-624.49243,0
-927.7744,72.370544,7
-655.5354,146.65948,7
14763.58,1897.0559,1
61.533203,361.23126,7
-2496.564,-657.905,0
-1512.4073,2.4230957,0
1338.5339,-194.1369,7
-350.3418,-360.24536,7
19879.395,1215.9724,1
-2374.6514,-489.74707,0
-2876.1123,-677.7532,0
-549.0791,198.53387,7
-1694.7098,-226.90973,0
-1923.2806,-322.3302,0
-2395.167,-656.0635,0
1267.3826,595.8609,3
-2422.8171,-460.65002,0
-61.209473,435.1375,7
3224.7869,843.1037,3
-1260.2842,-348.81247,0
-2894.5496,-678.0985,0
755.59595,892.6656,7
-1251.1976,-499.61926,0
-2843.7195,-668.9696,0
-1873.8668,-658.89575,0
822.9895,533.0964,7
-2266.7988,-491.30933,0
-1962.9388,-271.41882,0
-51.444336,195.37665,7
-2467.8848,-577.0132,0
330.1543,407.6529,7
-2291.4941,-421.99045,0
-803.7959,145.21204,7
-2780.824,-620.5909,0
-1481.1865,-501.92935,0
2330.9158,853.25214,3
-2767.4246,-599.8371,0
6425.4326,1172.5042,5
-2411.7178,-486.3868,0
-2229.3562,-367.27167,0
-1823.7961,-239.4895,0
10504.067,1880.7244,5
428.18555,463.2553,7
-2051.9617,-267.59564,0
-2081.9932,-340.08878,0
-1038.8843,-297.89392,7
-391.2185,-58.052917,7
-1500.4358,-511.29654,0
-944.9951,-345.53317,7
-2329.2285,-447.0119,0
2115.407,4343.016,3
-1109.646,-430.4811,7
-2563.106,-548.4427,0
-2869.1995,-663.79645,0
-2853.7485,-678.1509,0
-2080.7227,-308.72284,0
3849.243,978.5135,3
-1990.8181,-217.76794,0
-2705.9604,-573.54724,0
-1707.4817,-234.52856,0
66.29199,390.8802,7
-2242.9878,-399.2182,0
-2881.1958,-672.63873,0
-2155.1863,-353.79156,0
-2264.7314,-390.72235,0
-2641.0369,-570.4155,0
2060.3293,741.8953,3
553.0759,319.56354,7
-2393.7217,-437.97662,0
-382.45996,-216.95331,7
-1483.4603,-551.4714,0
546.5769,964.7198,7
2126.345,911.14606,3
-2439.7832,-493.93262,0
-823.57056,93.06348,7
501.62598,968.78595,7
-1777.3674,-191.77167,0
-2866.9053,-682.64844,0
425.55713,582.1678,7
2007.7976,3676.1458,3
-2127.2424,-387.02292,0
-2742.85,-644.6321,0
-803.8225,-278.30438,7
813.6631,1248.2495,3
1029.9612,-155.94104,7
5808.383,1214.2246,5
-826.9719,71.29291,7
2018.386,3136.1768,3
5172.3516,1207.6809,3
-1897.0146,-328.641,0
632.10254,835.09564,7
-1820.3718,-534.0586,0
-1333.7609,-519.63965,0
3638.7493,1218.2051,3
-2218.9473,-361.25027,0
-2049.8796,-691.5107,0
-1361.0109,-322.25177,0
11960.915,1326.6067,5
-2117.5847,-309.3158,0
-1799.1578,-198.57562,0
-2874.766,-686.1992,0
13358.428,1711.0808,1
571.32666,324.0102,7
-1704.267,-208.66266,0
710.6682,-160.46613,7
1143.3533,502.70355,3
-1081.1909,-436.20715,7
-840.00073,107.625854,7
-38.4021,181.50244,7
-2600.8877,-654.06525,0
656.3635,900.5794,7
-2759.612,-611.6011,0
-1080.6184,-388.40298,7
-1549.3076,-329.9277,0
1942.3245,1019.95953,3
-789.63965,94.32471,7
741.92065,1238.3914,7
-2051.6611,-492.1564,0
-1602.1688,-634.51886,0
-2144.0544,-369.3185,0
30282.771,-1973.0073,6
589.95483,581.47284,7
-2643.3325,-551.57544,0
-661.68335,-265.35138,7
-2121.518,-700.3999,0
4406.9756,1227.5137,3
-2059.3481,-374.29053,0
-108.66919,240.74274,7
-2811.5415,-661.2904,0
-2401.285,-409.90613,0
2626.405,-203.7215,3
-175.55713,267.56305,7
-2290.7358,-558.91504,0
1277.404,1791.8093,3
968.6194,1522.9001,3
-2013.1727,-669.3904,0
3620.4797,1078.0486,3
4844.7803,1383.4119,3
-2136.2268,-719.8795,0
-422.00488,65.580505,7
-1038.0999,36.621887,7
-1348.1486,-479.942,0
1795.3796,2768.233,3
-2219.6128,-645.82,0
-801.78564,-313.43396,7
131.16113,455.27863,7
-1570.4662,-192.97412,0
-2283.4534,-357.29327,0
-2290.1538,-495.77597,0
-2117.4844,-338.9801,0
-2681.5078,-593.82715,0
-2453.0908,-484.0984,0
-2713.2898,-599.5642,0
5337.876,-283.11395,5
-2653.9255,-553.48083,0
-2308.2495,-449.22372,0
-439.79736,279.36615,7
3805.7327,1246.544,3
-2888.8845,-685.375,0
6319.548,721.63727,5
-1261.724,-109.78906,7
-2456.8403,-492.5023,0
-2247.3027,-776.9323,0
-2048.4294,-330.58954,0
-458.4746,262.7823,7
-1781.726,-594.9807,0
3252.615,1030.3201,3
