PC1,PC2,Cluster
2437.097,4547.112,3
-382.43237,180.01367,7
-2763.5454,-615.886,0
-2775.557,-629.82434,0
803.1526,460.54596,7
462.42554,-146.77118,7
1677.0349,844.25726,3
-2531.9055,-671.1371,0
-1427.0579,-114.90802,0
403.94385,358.99445,7
-2338.185,-425.79825,0
-1866.762,-611.3586,0
-2576.9995,-536.48193,0
-2232.4448,-352.3249,0
1483.154,2228.645,3
-2378.319,-402.34772,0
-2093.4944,-381.6367,0
-298.36987,287.39484,7
847.4888,1306.688,3
-2757.519,-631.4479,0
-2572.048,-587.4341,0
10407.588,1496.2117,5
-2575.4397,-604.1501,0
2349.7664,730.06354,3
-764.3533,-222.0509,7
-2090.5515,-382.21024,0
-2388.974,-489.94724,0
5032.297,1326.9812,3
-2357.7407,-537.1305,0
-2806.9934,-648.9487,0
-2605.1592,-574.63367,0
-1511.1444,-96.86322,0
-573.82837,56.611572,7
1646.4739,3112.819,3
-2320.2217,-387.60086,0
47804.965,-2518.274,6
-1560.3477,-604.2324,0
-2272.2651,-417.76077,0
-2628.91,-711.63605,0
-2390.9832,-504.86673,0
-564.397,-44.29474,7
1145.0779,1477.8538,3
-2540.4795,-522.47205,0
2627.3923,705.2912,3
341.56152,-294.67877,7
1403.781,564.04877,3
1770.1921,2730.461,3
-2122.9248,-385.8652,0
-2119.872,-350.72806,0
-906.07056,-339.18195,7
2000.0847,3140.921,3
-2044.2157,-299.7942,0
-2717.3638,-584.4597,0
-2190.8945,-358.7826,0
-2189.4492,-769.27277,0
-1524.0979,-100.348145,0
-933.78,-97.83765,7
-976.26465,-370.80795,7
-1607.141,-633.5087,0
-2537.5977,-543.4386,0
106.890625,313.26508,7
-1659.1934,-624.9692,0
1576.2175,513.75494,3
-1258.1396,-490.079,0
-2316.6577,-440.38788,0
-2047.834,-733.76074,0
-1903.1793,-419.28458,0
-1402.2406,-595.53766,0
-2287.9707,-555.3252,0
-1988.2205,-330.56665,0
-2383.1733,-451.35635,0
-1806.8752,-221.49506,0
-2299.529,-421.34525,0
2777.5945,892.1253,3
-1402.4285,-74.06525,0
-2188.7202,-353.10178,0
21002.309,941.89276,1
30724.639,-2289.3225,6
-2872.5718,-675.3838,0
869.43555,1048.1196,3
1364.9304,-219.91705,7
-2289.2317,-451.0463,0
-2295.5261,-522.21484,0
-2897.5208,-687.7023,0
-2329.6548,-459.14908,0
-2008.647,-275.40497,0
17805.781,-944.4845,1
-881.885,6.9248657,7
6199.1543,1445.0122,5
-1109.7637,-429.4368,7
-2665.7502,-571.51154,0
-1691.1448,-637.87244,0
-1728.4944,-373.12848,0
10759.503,1651.2942,5
-1745.7876,-578.81177,0
-269.79175,332.64667,7
-1143.9976,-544.93646,7
-2043.218,-360.17157,0
-201.21753,172.79242,7
-530.2815,-135.8902,7
-2903.0024,-684.5478,0
10274.333,1397.8462,5
-825.81274,-303.41724,7
2912.7024,1145.3162,3
-2891.639,-688.88196,0
2959.5725,-85.68988,3
248.69482,491.60394,7
-2575.3455,-638.8394,0
-988.4856,-95.8656,7
1800.0085,3143.7954,3
8467.7705,1616.8398,5
988.864,455.49994,7
-1034.4646,4.3049927,7
-962.88696,5.0126953,7
-2774.7605,-625.9044,0
-2061.6904,-370.75034,0
2054.7996,1116.5273,3
-2444.5464,-447.0641,0
-2651.2349,-570.38464,0
-2206.361,-414.8223,0
265.19482,585.1893,7
-2176.5942,-363.73767,0
2015.0359,744.97125,3
2539.1501,838.52826,3
-1066.917,-24.856873,7
-2692.565,-683.4164,0
-1968.7847,-259.99976,0
-2007.7173,-486.81882,0
1556.78,2287.104,3
-2625.1536,-572.5853,0
284.74414,500.586,7
-2302.7227,-437.09012,0
-477.82056,-103.686584,7
351.12378,1165.665,7
30.542969,489.96857,7
-445.0149,173.33307,7
-2668.5684,-595.43225,0
-2883.9846,-686.37036,0
-186.21436,101.32745,7
-2849.4243,-671.9622,0
-570.6455,72.27051,7
-1406.3131,-63.0354,0
-680.50024,-189.09064,7
-2787.267,-612.1117,0
1159.9998,624.83673,3
4094.1262,1279.8074,3
-1333.4629,-518.6949,0
-1297.0791,-62.81012,7
3362.3884,103.957214,3
4457.083,549.9007,3
-2819.12,-638.3187,0
-420.84985,252.10175,7
-1543.3813,-315.82532,0
-2616.015,-532.63477,0
-1689.5635,-211.61926,0
-1153.1733,-420.58487,7
2670.6335,802.6097,3
-2708.1665,-589.43195,0
562.2903,800.29755,7
-2886.2961,-672.6322,0
-1322.4891,-538.25024,0
16739.838,-505.48773,1
-2766.3047,-619.43146,0
-1599.5222,-612.6011,0
1428.4563,1850.9265,3
-461.27222,-42.80121,7
-675.57983,2.7912598,7
-2201.1235,-368.9497,0
-404.48047,-300.23035,7
-2872.9282,-662.0823,0
-1706.7632,-190.81439,0
-1476.617,-92.66791,0
-2198.1177,-349.1185,0
-2776.349,-633.71173,0
-1696.2251,-209.25165,0
3303.6956,1060.7446,3
1705.7644,679.29266,3
-1420.8713,-466.22836,0
-2815.5525,-625.781,0
4797.6504,1427.6809,3
811.5637,517.0286,7
-986.4719,-345.28278,7
6611.491,1344.9958,5
1717.804,-200.77588,3
-2605.9253,-568.3616,0
-1161.652,36.235046,7
-2560.309,-529.66833,0
-1515.4777,-103.122925,0
3069.781,1205.2742,3
-2523.694,-615.637,0
-653.6848,45.261475,7
-2160.9912,-392.415,0
-2155.3247,-334.38455,0
-2578.1167,-582.15906,0
-2786.5464,-633.6749,0
-2893.0151,-690.62805,0
107.13257,329.51837,7
-2865.3027,-669.7539,0
8732.469,1854.9473,5
-791.36816,171.20764,7
-813.72,-262.0229,7
-2678.7495,-590.2906,0
2926.3992,876.18195,3
-1638.8407,-646.4571,0
-1173.5087,-187.89062,7
-1535.9081,-178.5838,0
-2738.0498,-615.9602,0
-2718.579,-726.0736,0
3714.1956,1393.6914,3
-1680.6395,-177.75067,0
2578.4343,4207.124,3
-2774.624,-710.62463,0
-2795.3865,-637.0207,0
-1310.202,-57.085938,7
-1372.5521,-52.57086,0
-1931.2566,-236.01465,0
-2599.2573,-570.67883,0
1566.3098,2621.8835,3
2780.659,-494.2155,3
-2726.3845,-583.6627,0
135.30664,561.5599,7
-1817.915,-240.67505,0
-972.8911,66.29944,7
-2497.1304,-520.0537,0
-999.4331,-84.45184,7
-2667.0032,-597.7638,0
-2807.5715,-646.7601,0
10704.348,1570.6755,5
-331.51,224.71417,7
1372.0413,-139.69727,7
-2810.1633,-659.5295,0
262.31982,-297.96906,7
-2342.5508,-442.2707,0
-856.7163,-289.0063,7
-2041.5215,-744.2483,0
-2719.5837,-605.43164,0
-698.52856,130.93365,7
-1705.5232,-300.2337,0
-1283.3584,-0.293396,7
-191.25146,297.32465,7
-2845.7275,-683.88324,0
-968.5344,17.405884,7
-2432.749,-569.79205,0
-2336.0317,-621.1492,0
4606.201,766.5655,3
1461.3665,2168.7751,3
957.46655,1313.9048,3
-2266.8757,-386.21112,0
-1945.9229,-288.10468,0
-1029.9678,66.60901,7
-1427.0796,-120.05731,0
-1823.6582,-670.1312,0
-2033.1168,-325.53387,0
-2884.3362,-673.03033,0
2089.0715,777.8908,3
1562.4133,943.08124,3
-2833.2825,-652.7738,0
-1143.5956,-460.31976,7
-2410.7236,-546.7909,0
1811.0896,620.08246,3
-212.68115,65.91144,7
677.61694,194.21283,7
-1765.3129,-227.85803,0
-2802.8547,-643.6335,0
-1506.1201,-57.05786,0
-2844.279,-656.68066,0
537.105,552.361,7
-1725.7747,-188.94153,0
-462.10693,164.53284,7
-2745.236,-591.073,0
-2179.7808,-444.72137,0
8729.771,1419.707,5
7499.3496,1747.2695,5
-1254.0355,-31.757874,7
1625.3074,664.9732,3
-2562.6484,-526.1045,0
-960.5625,-383.212,7
-2420.9448,-491.60373,0
2869.8523,984.6036,3
4143.119,1139.2156,3
-1977.1338,-296.08655,0
-1719.2561,-237.23267,0
-1469.6604,-63.434998,0
-1035.602,-412.86948,7
261.2544,482.945,7
-904.2324,-326.22308,7
-457.34326,-94.62659,7
-2435.4343,-482.571,0
-2312.0945,-422.95023,0
-2869.2498,-679.126,0
223.55786,370.19305,7
-877.40405,-270.49933,7
8506.999,1619.0535,5
-93.01953,434.44452,7
-960.9253,-382.12695,7
-1697.5741,-200.8294,0
-1699.5981,-597.37585,0
-2299.519,-416.29065,0
3369.1287,1101.5559,3
-146.88379,314.79083,7
-841.89355,-249.1565,7
-1967.5647,-309.26135,0
-1373.659,-551.3401,0
1656.9983,3068.7983,3
45879.81,-5650.747,6
-2570.7227,-601.0205,0
-1275.9323,-139.53802,7
12210.638,1802.4146,5
-1630.1342,-617.5857,0
-2854.3706,-686.26385,0
-1558.5024,-63.751587,0
-1156.5253,-437.28455,7
-2439.3564,-481.79245,0
-2524.1719,-512.52234,0
2795.348,858.9841,3
2971.4236,5642.633,3
-2312.6592,-747.31006,0
2526.531,881.8818,3
-305.72192,190.92767,7
-322.9536,46.47577,7
3741.2727,944.2972,3
901.4751,1062.0132,3
-2878.2405,-668.13696,0
-2448.5732,-481.95187,0
-2439.1572,-480.81247,0
-2039.2877,-290.6123,0
-2597.214,-671.14746,0
1761.5823,848.57135,3
-1906.8379,-462.40445,0
-1832.033,-239.84784,0
-1681.95,-611.15625,0
-7.7714844,-311.4505,7
2007.9929,1006.6982,3
-2467.4075,-484.24823,0
-1723.3158,-217.04095,0
-2347.909,-528.91455,0
1669.0403,729.55927,3
1449.5818,2335.4575,3
-2009.8264,-341.48383,0
-2571.1946,-497.85858,0
-1542.8977,-27.12201,0
370.79712,421.8758,7
3613.4294,626.43695,3
-2506.2852,-499.81406,0
-2432.711,-489.265,0
-1980.2585,-291.3792,0
-1377.4634,-121.93689,0
-1955.5723,-711.70776,0
-2869.652,-681.1186,0
32979.58,-2360.6536,6
913.7883,-180.2796,7
-2526.112,-506.9897,0
141.53784,358.2259,7
-689.0244,97.33942,7
-1933.432,-241.7044,0
-1093.47,15.213684,7
4510.2734,1469.7588,3
-1422.0562,-556.81165,0
465.1189,419.02338,7
3054.8088,990.9018,3
-2314.388,-787.7974,0
-2790.2551,-626.8263,0
-1980.8191,-218.77875,0
-2838.165,-646.66455,0
-2561.2678,-589.62103,0
-2152.2227,-761.50757,0
17290.402,1782.7424,1
279.53125,399.56622,7
-2244.289,-375.48712,0
-640.0686,202.70197,7
3628.1086,1266.2859,3
-1874.9688,-300.50232,0
9906.886,1944.8726,5
497.2461,406.3952,7
-2703.9883,-699.4635,0
-2114.3667,-474.33392,0
83.02905,336.4378,7
-395.5713,245.93109,7
-2838.0164,-661.01416,0
2432.3435,4109.2344,3
-450.35913,287.66156,7
-2525.2588,-548.0074,0
-1554.1554,-117.70276,0
1935.3821,799.9317,3
-2570.9033,-531.58264,0
-2296.2715,-576.0974,0
-2387.9521,-474.88187,0
-2305.8606,-437.46393,0
-2394.3062,-501.13345,0
126.586426,276.5556,7
-2258.681,-401.1171,0
-255.57983,100.10651,7
-2646.8843,-559.0112,0
-2019.0121,-331.4422,0
-2681.6157,-629.5202,0
6493.207,1275.0698,5
-834.8601,-224.03302,7
-1864.0364,-251.71722,0
-2537.6257,-488.31778,0
-1847.9733,-258.03558,0
-596.19727,69.300964,7
-1921.7079,-711.4443,0
-67.67139,243.57196,7
-2189.5173,-618.2111,0
-1044.3928,30.763367,7
1094.8518,1461.5261,3
-2073.5715,-343.84048,0
2201.987,761.0961,3
20078.64,1342.8574,1
-1267.1387,-460.71756,0
-2713.827,-582.12,0
1674.7039,722.27386,3
588.01636,526.7,7
-2567.6592,-626.121,0
-351.3308,-44.66034,7
-2246.523,-401.54608,0
3097.657,955.7059,3
-2081.8105,-344.21667,0
22771.73,1022.294,1
-2366.8223,-752.6095,0
-2732.8782,-590.5161,0
-1917.5228,-233.71466,0
1545.322,221.02264,3
-1834.7288,-222.9826,0
-1310.4841,-520.29565,0
-2726.7568,-640.7584,0
904.3154,1290.0903,3
-2867.3403,-694.85376,0
-2584.422,-527.8008,0
-2642.1372,-545.6896,0
-2812.4285,-630.4943,0
1446.4329,2162.6067,3
599.4297,537.6895,7
1701.76,589.237,3
-1351.3165,-98.7345,0
22455.912,1647.6704,1
55146.24,-7886.268,2
715.5398,411.0418,7
20701.459,-940.8887,1
-2810.1787,-664.62854,0
-1964.1803,-292.60162,0
-1683.2145,-648.66736,0
-2873.7866,-686.40125,0
-2787.8826,-620.1743,0
-1540.8746,-591.8616,0
-2614.1113,-553.38745,0
12465.25,1754.7664,5
-2810.4531,-625.79346,0
2760.3298,1083.4238,3
-2445.9702,-529.41113,0
-1904.8329,-711.8111,0
-422.16626,270.73688,7
-1585.4146,-467.4718,0
276.3496,-198.76453,7
11535.004,1540.6465,5
-2161.9854,-332.011,0
-2674.323,-618.7262,0
182.54956,412.128,7
-2726.0823,-612.3235,0
545.0603,710.9482,7
7516.051,1563.2612,5
-32.930664,294.67853,7
999.1272,606.49054,7
683.0703,1013.5505,7
-2560.7385,-541.8293,0
-943.0254,-625.5633,7
1950.6497,3515.2576,3
7072.091,1256.4609,5
-2728.8796,-631.1008,0
-2378.54,-669.66064,0
-430.9558,-299.96008,7
-2137.0264,-379.93008,0
800.4116,-251.14758,7
-2298.0674,-454.35657,0
-2327.4385,-503.50195,0
-818.22,-277.41742,7
-1481.1536,-590.7344,0
1290.3406,728.9727,3
-2150.6558,-760.85406,0
-863.583,-306.99628,7
-2594.6191,-527.761,0
-2153.7476,-331.64368,0
-2234.3472,-331.5633,0
-2380.3794,-502.87845,0
-532.8987,-162.90387,7
-690.15356,177.177,7
-2092.7134,-382.81573,0
-1086.2539,-582.16547,7
-1695.3298,-642.1183,0
-2367.813,-430.9948,0
1889.8748,2814.3489,3
-1689.7357,-202.4339,0
17246.379,-774.7198,1
-2780.0566,-626.8542,0
-2508.0312,-493.34286,0
-887.12964,-233.81696,7
-2017.189,-312.42157,0
12950.053,1951.157,5
-1461.724,-571.2056,0
719.8362,935.71185,7
-1201.3586,-444.50354,7
-2179.259,-401.96942,0
16142.488,1250.616,1
-2845.6726,-663.5405,0
-2469.1838,-487.9691,0
-1582.81,-188.44379,0
-212.95679,75.151245,7
-2516.391,-534.4903,0
14902.264,1841.3225,1
-2655.3496,-570.53577,0
-2094.5503,-406.9237,0
-1484.5828,-393.06824,0
-2262.5225,-770.7761,0
-2090.8574,-353.57925,0
7878.5264,675.25995,5
2937.7458,801.4417,3
-596.3218,-128.60583,7
-1652.3138,-637.59143,0
-1175.5742,38.015503,7
-2410.1824,-433.61227,0
-2367.827,-566.67224,0
-1509.2164,-172.76337,0
-2583.492,-608.61865,0
-1692.5226,-216.1507,0
562.9934,701.21906,7
-2613.6436,-591.28687,0
-2005.675,-331.09036,0
467.27954,-97.765625,7
-2865.471,-660.5359,0
568.7522,316.35162,7
-2010.3264,-313.79437,0
7792.964,-57.357483,5
-2591.3777,-557.0249,0
-1737.2649,-290.72095,0
-2438.6016,-493.13104,0
-2880.646,-685.0047,0
-227.6836,71.01514,7
-1737.0988,-365.24884,0
-921.3528,-372.7703,7
1233.321,1719.1367,3
1076.8049,1443.7634,3
-2513.1287,-493.31558,0
2099.9246,409.39008,3
-2811.2773,-639.8877,0
-2839.9434,-650.4002,0
-1878.8131,-700.75494,0
-2208.1467,-772.6296,0
2308.8762,568.95856,3
-2569.3235,-528.82104,0
-2545.2864,-621.47003,0
-875.6592,183.25342,7
323.73462,421.29315,7
-2133.5044,-317.38837,0
-1620.4324,-243.03766,0
1730.7751,-126.8822,3
2671.2336,936.16327,3
-2912.6028,-681.57404,0
2523.9397,738.52826,3
-784.04346,-269.07208,7
-1098.7856,-186.74982,7
8455.66,-246.0658,5
-1663.9518,-366.843,0
-737.2273,111.21344,7
-2881.0078,-676.7222,0
-2471.311,-478.34402,0
-1645.6893,-166.42242,0
-1153.0245,-458.4043,7
-900.6804,-349.4669,7
-1123.2837,-442.00278,7
-2228.3948,-372.5934,0
-966.42847,-315.67438,7
-2902.3894,-676.50586,0
-1610.3868,-163.45361,0
-2745.4941,-612.4283,0
-716.9995,120.36969,7
-2364.724,-576.52893,0
4130.3555,1066.3579,3
-1527.2277,-608.926,0
-2391.4841,-477.1831,0
19393.145,1384.1704,1
1314.342,626.0904,3
-1909.9089,-711.79425,0
-1561.2899,-607.1023,0
-2452.9978,-518.79663,0
-2687.5676,-588.4841,0
-1095.552,40.12683,7
-1588.5585,-467.89297,0
-2836.6147,-654.0891,0
-2404.78,-527.5746,0
-907.5288,151.94171,7
-2799.3032,-636.2007,0
4686.241,1160.5828,3
-2603.0303,-584.24396,0
-2701.0295,-564.3446,0
-511.7168,-109.04285,7
21929.898,-1147.5781,1
-519.20337,52.69702,7
-2731.9622,-611.12897,0
-2526.8867,-505.7603,0
-2759.5854,-601.43567,0
-2896.3108,-676.7233,0
1474.3518,1933.4197,3
-2507.4033,-480.2049,0
-2181.7222,-373.9054,0
-2078.8066,-259.1051,0
-2847.44,-667.1903,0
-1432.2263,-135.35071,0
-2775.634,-655.31934,0
-1363.3381,-313.61554,0
5420.1006,-330.4367,5
-2425.6946,-504.946,0
-2848.6436,-673.1413,0
-1704.1443,-167.87665,0
-1246.4598,-490.45035,0
-1870.4799,-243.24097,0
-2002.841,-302.0678,0
1167.6726,1800.8018,3
-53.66089,336.67902,7
-1350.1565,-522.44055,0
-2869.2322,-674.0092,0
-2749.4465,-621.8418,0
-676.44214,104.055176,7
3.3295898,376.09845,7
1928.5486,3476.8748,3
-2425.2998,-503.0127,0
-2326.2925,-643.52716,0
-1269.7036,-491.8449,0
607.0325,997.36725,7
-2291.5737,-447.50616,0
-2630.5415,-538.82806,0
-2676.7256,-570.275,0
-2097.1646,-747.2304,0
-2818.4119,-664.95734,0
-2547.9675,-534.21643,0
-2054.8604,-317.0381,0
-499.40576,83.345215,7
-2289.8433,-393.7813,0
-2061.4312,-701.4122,0
-2791.3137,-652.13403,0
-1350.0225,-489.74127,0
-1611.4968,-530.5751,0
-2062.0166,-733.9621,0
2373.096,1116.1558,3
-1195.3956,-479.395,7
5638.254,1376.3455,5
-2796.1484,-630.71594,0
288.4475,428.3979,7
3772.256,-158.9472,3
-2219.6567,-595.8041,0
-1510.9901,-111.168335,0
1043.3665,1313.8013,3
-1966.6609,-269.65143,0
1667.9661,2847.2085,3
-1395.8705,-46.795288,0
-2092.166,-525.7926,0
-2750.5967,-612.4395,0
372.12427,695.13776,7
-1489.844,-589.9894,0
635.4392,448.7188,7
-2570.4443,-509.2326,0
15245.172,-524.30865,1
-1989.7994,-463.91254,0
-296.67065,265.6208,7
10515.209,1804.9656,5
1708.7268,2733.77,3
5643.7363,1503.7871,5
507.15698,505.41315,7
-926.65405,-77.81378,7
-2849.163,-650.58325,0
-1525.8834,-595.9274,0
-2744.3408,-621.80396,0
-237.79932,148.53918,7
-2708.7915,-602.5462,0
-1700.9718,-91.98016,0
1544.513,2501.8196,3
-2850.7393,-653.31525,0
288.03345,595.85895,7
-2813.088,-653.83325,0
-2214.9636,-776.34686,0
-2485.7812,-660.0713,0
16144.445,-2054.9844,1
-877.0403,-262.41895,7
-1744.7827,-182.06433,0
-2292.939,-444.18582,0
-2138.1287,-355.219,0
1430.6575,2208.618,3
-1120.7532,6.5004272,7
-1743.3489,-421.1351,0
-2284.6062,-785.68414,0
623.0322,-280.42944,7
-2211.3296,-766.88684,0
2230.0374,1019.75433,3
-1541.3729,-170.31854,0
-2417.8396,-501.44263,0
469.198,534.5505,7
-1150.2888,-464.06213,7
34211.445,-2666.0093,6
3014.7708,1110.2678,3
-1178.5891,13.135437,7
-2437.4663,-442.3343,0
-2405.8652,-497.75262,0
-1887.1259,-234.7724,0
-317.78247,156.69403,7
1364.031,2163.9827,3
-2586.3667,-522.3036,0
-2368.2234,-438.0272,0
-2751.3315,-595.9664,0
7280.0244,1014.20135,5
-2223.5457,-519.5116,0
-74.93384,146.10846,7
510.20288,850.7304,7
-2841.952,-665.31683,0
-1957.0887,-348.0975,0
2788.3967,895.09357,3
801.59033,1227.2019,3
-2589.1577,-601.34814,0
-2517.7974,-481.1303,0
-289.51074,426.45624,7
-1146.9576,-447.3916,7
-1611.9945,-176.38947,0
-201.8313,174.9002,7
748.6362,589.0335,7
-2765.4922,-610.4066,0
-787.4927,-362.25656,7
445.2754,-306.53394,7
-2213.7888,-406.18253,0
930.8269,1262.1758,3
-2856.2375,-655.2687,0
-2841.7214,-654.13586,0
-2440.6936,-473.27545,0
1275.6028,591.11456,3
139.06421,511.81927,7
-2800.9453,-659.36127,0
-2311.2346,-398.6195,0
-2825.4756,-664.5822,0
-2328.5366,-413.4631,0
-2752.787,-623.2252,0
-2034.6294,-307.85516,0
15263.281,-761.6645,1
612.3779,541.1359,7
-1717.1448,-186.66455,0
1164.1179,1570.9114,3
-1563.959,-115.741455,0
-917.94116,145.89355,7
-2709.009,-608.64886,0
-14.782959,243.04706,7
-1973.1321,-206.05444,0
-644.91675,-185.09479,7
-781.907,-309.30884,7
1431.5964,2253.3472,3
20566.63,1424.3232,1
-2514.7214,-501.15543,0
-1459.0679,-577.8738,0
-1926.2048,-251.336,0
-2621.2532,-578.51324,0
-2629.4915,-578.8835,0
-2819.945,-652.41895,0
-1940.6583,-297.3589,0
-20.131348,300.2387,7
270.53784,-111.828674,7
-2427.8857,-450.43958,0
5612.4473,1405.0093,5
-2208.856,-396.96512,0
-1306.0231,-167.11127,0
-2314.8162,-782.5779,0
-2723.8923,-601.54364,0
-2457.4753,-701.58215,0
5161.95,1010.8111,3
-2753.4868,-596.5186,0
2004.5457,517.53705,3
-1594.6141,-201.33704,0
432.52002,469.5241,7
-1679.0989,-511.7276,0
-753.1033,-17.150513,7
-2782.5706,-679.41785,0
-2369.4517,-454.12875,0
355.58008,515.788,7
10987.5625,-300.20422,5
-2889.2195,-666.92706,0
-2735.163,-631.9077,0
-2903.981,-684.3369,0
-2365.3508,-524.35986,0
-617.5759,117.52832,7
-2491.7227,-483.38428,0
1214.2727,1769.9697,3
-2765.3123,-614.55524,0
-2237.1694,-486.10385,0
-2884.7297,-674.9548,0
-1636.0126,-530.703,0
-1329.9237,-28.589355,7
-2649.4885,-576.85583,0
-2047.4388,-734.87665,0
-2432.2354,-527.1023,0
-1799.312,-249.56549,0
-2826.2412,-658.3042,0
-388.1848,417.91754,7
1954.4583,426.69635,3
-943.4995,-17.260193,7
766.4431,641.52106,7
-2048.612,-391.7567,0
1233.3162,1830.3274,3
-1918.6852,-229.38757,0
-1899.786,-206.66858,0
-282.31592,68.805664,7
-1479.9777,-38.86859,0
-1324.9542,-74.421814,7
-1537.7428,-202.67395,0
-2562.8667,-532.2131,0
-785.1953,71.00879,7
-2842.914,-660.001,0
-2001.2422,-294.18054,0
127.418945,359.04694,7
-1893.381,-747.7662,0
-1382.2742,-90.37439,0
-318.09644,56.698486,7
-1834.0415,-385.3546,0
-2857.2021,-649.9706,0
-1504.5365,-590.0082,0
-2818.4138,-664.97217,0
-2380.8115,-449.76495,0
6907.3584,1128.6995,5
-1034.3477,-20.245544,7
-2519.1326,-532.916,0
-2756.937,-633.6069,0
-2784.2046,-637.22107,0
-2389.0547,-515.4689,0
365.66504,-497.48322,7
-2825.2454,-653.40125,0
-2584.44,-532.9175,0
-2032.0045,-541.0757,0
3747.655,1302.2266,3
-220.33984,39.955322,7
-2028.9664,-315.14923,0
1545.8386,781.11835,3
-2329.5964,-438.77975,0
8770.867,1973.6035,5
-879.53345,134.0459,7
58.36963,415.99298,7
288.53882,458.98016,7
-2906.317,-680.7464,0
2481.7034,711.4787,3
-2599.282,-706.4424,0
-340.74487,154.14001,7
-2661.6797,-651.93787,0
57626.83,-8760.615,2
-2647.0017,-599.75586,0
-2523.1436,-497.40668,0
202.9331,366.19525,7
-1049.9011,23.75232,7
-1354.7872,-145.93774,0
-2711.5173,-595.8729,0
-2579.3867,-548.2269,0
2343.4856,3583.43,3
1436.4851,2152.325,3
-517.58105,-126.21912,7
327.31885,502.11102,7
-1076.1062,-412.8045,7
-2087.6138,-317.53027,0
8019.5166,1444.656,5
1128.2375,563.914,3
6915.6387,1596.4275,5
-1015.19995,18.77118,7
-1982.0488,-300.1872,0
-1551.6531,-4.9105835,0
2128.5037,846.4211,3
-2769.4895,-635.1083,0
2233.4246,976.12006,3
-90.51587,406.41193,7
-2001.4961,-375.82065,0
-2320.5024,-544.7046,0
-2664.0518,-593.2916,0
2016.8987,904.8566,3
-1712.2906,-202.95398,0
13012.455,1444.5947,5
-177.43335,395.4605,7
-2756.7073,-622.4289,0
3583.6204,1082.4482,3
-2815.214,-644.2023,0
1017.5525,1483.3428,3
-2409.433,-444.99524,0
-1797.3683,-320.3637,0
-1233.1694,-479.87866,0
27863.234,151.23004,6
-1976.9513,-300.21448,0
3934.054,1265.4072,3
-160.57788,131.84949,7
866.99756,1542.4937,3
-2038.648,-598.8835,0
282.58398,369.40533,7
-1847.8484,-217.23181,0
5052.6416,1180.9878,3
-2610.9282,-537.72546,0
-1644.7738,-627.8985,0
-2861.3984,-675.6493,0
-2039.1984,-735.4787,0
-2509.6555,-511.38666,0
207.26807,449.96112,7
-2090.7812,-328.0902,0
1982.989,848.4245,3
-477.01123,-88.54169,7
-931.87354,142.61646,7
15730.799,2147.482,1
-2574.8872,-551.2001,0
359.93726,398.54718,7
10324.205,1874.3806,5
-2402.6343,-466.77887,0
-2841.37,-667.4759,0
9414.745,-286.81555,5
-2194.268,-566.26416,0
-2597.8103,-674.0785,0
3643.6316,-279.73737,3
-1900.2909,-244.31262,0
-2644.7393,-563.51654,0
40.858887,334.80035,7
-1992.368,-340.93054,0
763.4509,1445.2207,3
-1089.312,90.95532,7
-2065.4614,-776.0749,0
-2664.2026,-578.95984,0
814.3369,656.2514,7
-261.5735,327.87958,7
-2158.3247,-354.1714,0
-2842.2434,-696.8909,0
742.17114,1056.6472,7
-1395.0933,-48.003906,0
-832.2097,90.71246,7
2592.881,836.79095,3
-2609.1807,-544.1848,0
-1843.7751,-232.34222,0
1841.8538,3523.1194,3
-2892.036,-690.833,0
-2541.4302,-577.38196,0
-2025.1061,-271.0287,0
-2046.39,-305.47205,0
-1979.0212,-648.74634,0
-1664.7745,-185.04022,0
-2862.7883,-682.48254,0
-2867.6147,-656.01874,0
-324.7273,197.8255,7
963.6072,1244.292,3
-1858.5308,-700.74805,0
-1805.1093,-222.83167,0
-1405.8438,-100.92291,0
1477.2058,719.5345,3
-2797.0928,-620.2804,0
-2152.9812,-337.9158,0
-1590.8544,-127.555176,0
-1922.8827,-320.3731,0
1166.4553,556.13776,3
-2281.181,-773.0688,0
-1023.50415,63.270264,7
1159.2439,1428.0183,3
-702.886,-141.6731,7
835.42065,428.52863,7
925.7937,612.1772,7
-2716.479,-615.27356,0
-1793.125,-214.0871,0
-970.23047,-382.22888,7
-2111.4304,-605.551,0
-837.3103,25.42102,7
-2584.457,-538.03125,0
-2281.6326,-403.58533,0
-2247.8901,-463.53864,0
6559.959,1231.9629,5
-1738.5974,-211.89569,0
-1922.1178,-326.6543,0
-1887.7551,-247.91925,0
-2694.6458,-593.1991,0
-1723.0387,-190.55719,0
-2861.6094,-681.7016,0
-2892.0212,-685.7399,0
3659.3381,1023.19086,3
5420.9297,1110.237,5
-1901.6921,-703.2653,0
-2605.386,-585.78796,0
-2050.0107,-529.2483,0
3183.7468,1213.7222,3
-2835.8232,-650.2077,0
-517.26514,149.1828,7
-1240.5441,-498.78906,0
-2690.7043,-588.849,0
-62.071045,214.90985,7
19985.842,-806.7279,1
2389.4563,754.6541,3
-2612.2925,-599.69434,0
-2773.502,-599.6107,0
-836.3386,85.47711,7
17.88916,-320.76337,7
-1813.92,-281.28644,0
2048.448,3286.2004,3
-2614.928,-627.74005,0
8699.557,-140.50867,5
-2447.0732,-504.70596,0
-1589.8458,-614.5668,0
-2083.7036,-746.90375,0
